State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Unemployment
Illinois,Moultrie,14927,7301,7626,1.2,97.2,0.3,0.1,0.2,0,25053,4.9
Illinois,Ogle,52397,26103,26294,9.4,88,1,0,0.3,0,27451,8
Illinois,Peoria,187112,90646,96466,4.4,71.2,17.3,0.3,3.7,0,28610,8.7
Illinois,Perry,21810,11572,10238,2.3,86.3,8.7,0.3,0.4,0,21720,8
Illinois,Piatt,16495,8171,8324,1.1,96.8,0.4,0,0.1,0,32724,6.3
Illinois,Pike,16144,8053,8091,1.2,95.7,1.2,0.6,0.4,0,21594,5.6
Illinois,Pope,4331,2242,2089,1.8,93.2,3.6,0.2,0.5,0,21131,10
Illinois,Pulaski,5871,2868,3003,1.8,63.5,32,0.2,0.2,0,18923,16.2
Illinois,Putnam,5822,2942,2880,4.8,93.1,0.2,0,0.3,0,29918,9.9
Illinois,Randolph,33069,17902,15167,2.8,85.6,10.3,0.1,0.3,0,22895,6.7
Illinois,Richland,16127,8015,8112,1.5,96,0.4,0.2,0.4,0,23498,5.4
Illinois,Rock Island,147161,72422,74739,12.3,73.9,9.2,0.2,2.1,0,26391,7.9
Illinois,St. Clair,267029,128729,138300,3.7,62.5,29.7,0.2,1.3,0,26738,8.9
Illinois,Saline,24783,12036,12747,1.6,91.8,3.7,0.3,0.6,0,21175,13
Illinois,Sangamon,199016,95552,103464,2.1,81.3,12.2,0.1,1.8,0,31024,7.9
Illinois,Schuyler,7311,3894,3417,0.4,94,4.5,0.2,0,0,24077,5.3
Illinois,Scott,5198,2530,2668,1.4,97.2,0,0.2,0.2,0,24978,9.4
Illinois,Shelby,22115,11012,11103,0.9,97.6,0.5,0.2,0.3,0,23697,6.2
Illinois,Stark,5859,2891,2968,1.1,96.7,0.8,0,0.6,0,27148,7.7
Illinois,Stephenson,46625,22568,24057,3.3,84.1,9.1,0.1,0.8,0,24253,9.9
Illinois,Tazewell,135697,66990,68707,2.2,94.3,1.2,0.1,0.9,0,29718,5.5
Illinois,Union,17551,8746,8805,5,91.7,1.2,0.1,0.4,0,23140,7
Illinois,Vermilion,80368,39901,40467,4.6,79.4,13.8,0.3,0.8,0,22233,10.7
Illinois,Wabash,11652,5685,5967,1.6,95.5,0.9,0.2,0.9,0,24155,8.7
Illinois,Warren,17701,8601,9100,9,85.7,2.6,0.2,1.7,0,22876,9.2
Illinois,Washington,14457,7242,7215,1.6,96.2,0.7,0.1,0.3,0,28683,5.5
Illinois,Wayne,16555,8201,8354,0.6,96.7,0.7,0.1,0.7,0,23869,5.3
Illinois,White,14464,7006,7458,1.3,97,0.4,0,0.4,0,25534,8.8
Illinois,Whiteside,57525,28306,29219,11.6,85,1.6,0.2,0.5,0,25490,8.1
Illinois,Will,683995,339609,344386,16.3,65.6,11,0.1,5,0,31310,7.8
Illinois,Williamson,67121,33323,33798,2.3,90.7,4.1,0.2,0.9,0,24669,7
Illinois,Winnebago,290439,141776,148663,11.7,71.1,12.4,0.1,2.5,0,25198,11.5
Illinois,Woodford,39106,19366,19740,1.7,95.9,0.5,0,0.8,0,30804,5.9
Indiana,Adams,34642,17102,17540,4.4,94.1,0.7,0.1,0.3,0,21274,6.2
Indiana,Allen,363453,177301,186152,7,75.2,11.3,0.2,3.2,0,25770,8
Indiana,Bartholomew,79488,39534,39954,6.2,84.9,2,0.3,4.9,0.1,27987,5.4
Indiana,Benton,8752,4367,4385,5.2,92.9,0.8,0,0.1,0,22526,5.3
Indiana,Blackford,12476,6155,6321,1.4,96.1,0.6,0.1,0.2,0,20534,9.8
Indiana,Boone,60511,29997,30514,2.5,92.4,1.2,0.2,2.2,0,38038,3.7
Indiana,Brown,15011,7521,7490,1.5,96.1,0.3,0.1,0.3,0,29903,6.2
Indiana,Carroll,20014,9947,10067,4,94.3,0.3,0,0.1,0,25365,8.2
Indiana,Cass,38476,19243,19233,13.6,81.8,1.4,0.3,1.4,0,22125,8.7
Indiana,Clark,113181,55549,57632,5,84.5,7,0.1,0.9,0,25470,6.8
Indiana,Clay,26686,13079,13607,1.3,96.7,0.2,0.2,0.1,0,21856,7.8
Indiana,Clinton,32835,16165,16670,14.5,83.8,0.7,0.2,0.3,0.1,22337,7.3
Indiana,Crawford,10591,5347,5244,1.4,96.5,0.1,1.1,0,0,18835,6.6
Indiana,Daviess,32411,16232,16179,4.5,93,1.4,0,0.3,0,21101,5.4
Indiana,Dearborn,49679,24766,24913,1.1,96.4,0.8,0.3,0.5,0.1,27907,8.1
Indiana,Decatur,26240,12985,13255,1.8,95.3,0.6,0.1,1.3,0,23346,6.3
Indiana,DeKalb,42449,21132,21317,2.6,95.3,0.1,0.1,0.5,0,24016,7.5
Indiana,Delaware,117335,56294,61041,2,87.5,5.8,0.1,1.2,0,21179,10.1
Indiana,Dubois,42291,21113,21178,6.5,91.9,0.4,0.1,0.6,0,25972,3.3
Indiana,Elkhart,200685,99175,101510,14.8,76.1,5.6,0.1,1.1,0,21817,7.4
Indiana,Fayette,23773,11747,12026,1,96,2,0,0.3,0,20508,12.1
Indiana,Floyd,75900,36794,39106,2.9,88.7,4.9,0.3,1,0,28116,7.3
Indiana,Fountain,16888,8461,8427,2.4,95.7,0.4,0.4,0.1,0,24619,8.6
Indiana,Franklin,22935,11446,11489,1,97.4,0.2,0.1,0.6,0,24032,6.4
Indiana,Fulton,20527,10256,10271,4.8,92.5,1,0.4,0.5,0,22807,6
Indiana,Gibson,33668,16855,16813,1.5,94.2,1.6,0.1,0.2,0,24682,4.3
Indiana,Grant,68896,32990,35906,4,85.8,6.6,0.2,0.7,0,20440,8.8
Indiana,Greene,32815,16298,16517,1.2,97,0.2,0,0.4,0.2,22767,7
Indiana,Hamilton,296635,144898,151737,3.7,85,3.5,0.1,5.3,0,41316,4.3
Indiana,Hancock,71328,34905,36423,2,93.6,2,0.3,0.5,0,29058,5.5
Indiana,Harrison,39230,19612,19618,1.7,96.1,0.8,0.2,0.4,0,24460,7.9
Indiana,Hendricks,153435,76496,76939,3.4,86.7,5.7,0.1,2.4,0,30364,5.3
Indiana,Henry,49146,25371,23775,1.6,94,1.7,0.3,0.4,0,21286,10.6
Indiana,Howard,82765,39916,42849,3,86.2,6.9,0.2,1.2,0,24297,9.2
Indiana,Huntington,36863,18116,18747,2,95.6,0.7,0.4,0.8,0,22606,7.4
Indiana,Jackson,43471,21713,21758,6.1,90.2,0.8,0.2,1.4,0,22421,7.3
Indiana,Jasper,33448,16591,16857,5.8,92,0.7,0,0.2,0,24614,6.3
Indiana,Jay,21255,10443,10812,2.9,95.4,0.6,0.2,0.3,0,19591,8.2
Indiana,Jefferson,32453,15535,16918,2.4,93.4,1.9,0.2,0.8,0,22139,9.2
Indiana,Jennings,28113,14134,13979,2.3,95.5,1.4,0.1,0.2,0,21434,9.7
Indiana,Johnson,145645,71670,73975,3.4,91,1.9,0.1,2,0,28889,6.3
Indiana,Knox,38062,19264,18798,1.8,93.2,3,0.1,0.6,0.1,21928,6.1
Indiana,Kosciusko,77983,38870,39113,7.8,89,0.7,0.3,1,0,26011,6.5
Indiana,LaGrange,38084,19233,18851,3.8,94.6,0,0.1,0.3,0,20413,5.5
Indiana,Lake,491596,237712,253884,17.7,54.8,24.4,0.2,1.3,0,24756,10.5
Indiana,LaPorte,111280,57575,53705,6,80.4,10.8,0.2,0.5,0,23499,9.8
Indiana,Lawrence,45814,22637,23177,1.5,96.1,0.4,0.1,0.6,0,23404,6.3
Indiana,Madison,130280,65208,65072,3.6,85.8,7.7,0.1,0.4,0.1,22236,9.3
Indiana,Marion,926335,446372,479963,9.7,58.1,26.8,0.2,2.4,0,24330,10.1
Indiana,Marshall,46962,23335,23627,9.1,88.6,0.6,0.1,0.6,0.1,22895,8.3
Indiana,Martin,10262,5176,5086,0.2,97.4,0.3,0.4,0.6,0.1,22939,6.1
Indiana,Miami,36211,19482,16729,2.7,89.8,5,1,0.3,0.1,21745,9.4
Indiana,Monroe,142404,70830,71574,3.2,84.8,2.9,0.2,6.1,0,24266,6.9
Indiana,Montgomery,38172,19378,18794,4.5,92.5,0.9,0.3,0.5,0,22911,6.9
Indiana,Morgan,69403,34338,35065,1.4,96.5,0.4,0.1,0.6,0,26175,7.3
Indiana,Newton,14057,7100,6957,5.6,92.3,0.3,0.2,0.4,0.1,23154,8.9
Indiana,Noble,47546,23826,23720,10,87.9,0.5,0.1,0.6,0,23477,8.8
Indiana,Ohio,6033,3015,3018,0,98.9,1,0,0,0,23848,7.7
Indiana,Orange,19725,9783,9942,1.3,95.8,1.4,0.1,0.3,0,19660,6.8
Indiana,Owen,21192,10705,10487,0.7,96.6,0.6,0.3,0.2,0,21842,8
Indiana,Parke,17107,8098,9009,1.3,95,2,0.2,0.1,0.3,20592,7.8
Indiana,Perry,19414,10407,9007,1.2,94.4,3,0.1,0.3,0,20964,5.6
Indiana,Pike,12687,6373,6314,0.2,99.1,0.2,0,0.1,0,23169,5.1
Indiana,Porter,166570,81958,84612,9.2,84.5,3.2,0.2,1.4,0.1,29922,7.3
Indiana,Posey,25567,12708,12859,1,96.4,1.3,0,0.4,0,29821,5.3
Indiana,Pulaski,13047,6623,6424,2.8,94.9,0.3,0.1,0.4,0,22798,7
Indiana,Putnam,37650,19967,17683,1.8,91.9,4,0.2,0.9,0,22983,7.3
Indiana,Randolph,25596,12487,13109,3.2,94.5,0.4,0.1,0.1,0,23000,7.8
Indiana,Ripley,28612,14064,14548,1.7,96.1,0.5,0.2,1.1,0,23534,7.4
Indiana,Rush,16991,8414,8577,1.3,96.5,0.9,0,0.2,0,23186,6.9
Indiana,St. Joseph,267246,129457,137789,8,74.4,12.8,0.3,2,0.1,24395,8.5
Indiana,Scott,23783,11685,12098,1.7,96.4,0.2,0.1,0.4,0,21385,11
Indiana,Shelby,44441,21899,22542,3.9,92.8,1.3,0,0.7,0,24645,8.3
Indiana,Spencer,20856,10557,10299,2.7,95.4,0.6,0.2,0.3,0.1,24936,5.6
Indiana,Starke,23117,11395,11722,3.5,94.6,0.7,0.1,0.3,0,20899,11.5
Indiana,Steuben,34267,17379,16888,3.2,94.3,0.3,0,0.4,0,24576,6.9
Indiana,Sullivan,21111,11540,9571,1.7,92.3,4.5,0.3,0.2,0,19715,6.8
Indiana,Switzerland,10500,5443,5057,0.7,96.6,1,0.2,0.2,0,19516,9.6
Indiana,Tippecanoe,180952,92366,88586,7.9,78.4,4.4,0.1,7.2,0,23529,6.5
Indiana,Tipton,15573,7776,7797,2.6,95.7,0.2,0,0.1,0.3,25868,6.2
Indiana,Union,7299,3681,3618,0.7,96.3,0.2,0,0.6,0,21487,7.7
Indiana,Vanderburgh,181305,87661,93644,2.4,84.6,9,0.2,1.1,0.1,24961,6.2
Indiana,Vermillion,15860,7785,8075,1.1,97,0.3,0.4,0.3,0,22022,6.5
Indiana,Vigo,108268,54952,53316,2.5,86.1,6.1,0.2,1.9,0,21626,8.9
Indiana,Wabash,32358,15894,16464,2.3,94.7,0.8,0.7,0.3,0,22674,7
Indiana,Warren,8367,4159,4208,1.3,96.9,0.6,0.2,0.1,0,27731,5.5
Indiana,Warrick,60995,30171,30824,1.7,93.3,1.5,0.2,2.1,0,30507,5
Indiana,Washington,27930,13867,14063,1.4,97,0.1,0.4,0.2,0,20483,10.1
Indiana,Wayne,67866,32924,34942,2.7,88.8,4.7,0.1,0.8,0,22093,9
Indiana,Wells,27796,13709,14087,2.5,95.5,0.6,0.3,0.6,0,24253,4.1
Indiana,White,24388,12107,12281,7.5,90.3,0.4,0,0.2,0,24944,6
Indiana,Whitley,33330,16667,16663,1.9,95.9,0.4,0.4,0.3,0,26383,5.3
Iowa,Adair,7426,3667,3759,1.5,97.2,0.4,0,0.3,0,25990,3.2
Iowa,Adams,3892,1942,1950,0.8,97,0.7,0,0.3,0,26428,3.2
Iowa,Allamakee,14060,7169,6891,5.4,92,0.7,0.1,0.3,0,26077,6
Iowa,Appanoose,12669,6302,6367,1.6,96.2,0.3,0,0.4,0,23653,6.6
Iowa,Audubon,5869,2858,3011,0.8,97.5,0.2,0.2,0.3,0,29882,2.6
Iowa,Benton,25803,12888,12915,1.3,96.8,0.7,0,0.2,0,29990,4.7
Iowa,Black Hawk,132496,64707,67789,4,83,9,0.2,1.7,0,25382,6.6
Iowa,Boone,26401,13244,13157,2.3,95,0.9,0.2,0.3,0,26935,4.7
Iowa,Bremer,24539,12103,12436,1.3,96,1.1,0.2,0.8,0.2,30504,3.9
Iowa,Buchanan,20998,10426,10572,1.4,96.6,0.4,0.3,0.5,0,29045,3.9
Iowa,Buena Vista,20507,10516,9991,24.3,63.9,2.7,0,7.6,0.9,24511,3.7
Iowa,Butler,14966,7429,7537,1.1,97.2,0.4,0.1,0.5,0,26498,4
Iowa,Calhoun,9914,5065,4849,1.7,95,1.4,0.4,0.3,0,26524,4
Iowa,Carroll,20629,10066,10563,2.1,95.7,1.5,0.1,0.1,0,27100,3.3
Iowa,Cass,13590,6661,6929,2.3,95.9,0.4,0.2,0.4,0.1,25868,3.2
Iowa,Cedar,18375,9013,9362,1.7,96.2,0.4,0,0.6,0,27879,3
Iowa,Cerro Gordo,43481,21284,22197,4.2,91.9,1.2,0.2,1.1,0,28270,4.4
Iowa,Cherokee,11853,5921,5932,3.1,94.3,0.5,0.4,0.1,0,27934,3.7
Iowa,Chickasaw,12244,6149,6095,2.3,96.2,0.4,0.1,0.6,0,26981,3.8
Iowa,Clarke,9280,4686,4594,11.4,87.9,0.1,0,0.5,0,22586,5
Iowa,Clay,16537,8133,8404,3,94.6,0.6,0.1,0.2,0.4,27138,3.8
Iowa,Clayton,17806,8896,8910,1.8,96.4,0.9,0.1,0.3,0,26124,4.2
Iowa,Clinton,48365,23788,24577,2.9,91.7,2.7,0.4,0.7,0,27255,4.8
Iowa,Crawford,17252,8688,8564,27,69.1,1,0.9,0.3,0.2,23344,4.8
Iowa,Dallas,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,37669,2.6
Iowa,Davis,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,23867,4.2
Iowa,Decatur,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,19493,7.5
Iowa,Delaware,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,27563,3.6
Iowa,Des Moines,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,24614,6.3
Iowa,Dickinson,16967,8490,8477,1.6,96.7,0.3,0.1,0.2,0.2,34218,3.8
Iowa,Dubuque,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,27096,4.3
Iowa,Emmet,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,27707,4.6
Iowa,Fayette,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,24513,5.1
Iowa,Floyd,16050,7958,8092,2.2,93.6,2,0,0.5,0,25918,3.5
Iowa,Franklin,10489,5243,5246,11.5,86.5,1,0,0.2,0,25417,4.2
Iowa,Fremont,7106,3523,3583,2.5,95.4,0.1,0.5,0,0,29060,3.7
Iowa,Greene,9174,4481,4693,2.6,95.4,0.1,0,0.4,0,26918,5.6
Iowa,Grundy,12407,6095,6312,1.2,97.3,0.4,0.1,0.4,0,31076,3.9
Iowa,Guthrie,10740,5318,5422,2.1,96.1,0.8,0.1,0.1,0.2,28946,5.4
Iowa,Hamilton,15297,7467,7830,5.4,90.7,0.7,0,2.2,0,26001,3.8
Iowa,Hancock,11092,5575,5517,3.7,94.2,0.6,0.1,0.3,0,26846,1.5
Iowa,Hardin,17393,8629,8764,3.9,93,0.9,0.2,1,0,26256,4.9
Iowa,Harrison,14467,7170,7297,1.4,96.8,0.1,0.4,0.3,0,26910,3.6
Iowa,Henry,20080,10254,9826,4.4,88.9,2.3,0.3,2.2,0,23439,5.1
Iowa,Howard,9494,4702,4792,1.5,96.8,0.3,0,0.2,0,25804,3.4
Iowa,Humboldt,9674,4721,4953,3.7,94.5,0.1,0.1,0.2,0,27814,4.8
Iowa,Ida,7071,3561,3510,1.9,96.2,0.5,0.4,0.3,0,28398,3.7
Iowa,Iowa,16344,8097,8247,2.2,96,0.8,0,0.2,0.1,29022,1.8
Iowa,Jackson,19572,9733,9839,1.3,96,0.2,0.1,0.4,0.6,25546,4.4
Iowa,Jasper,36726,18711,18015,1.7,94.9,1.5,0.2,0.6,0,26138,5.4
Iowa,Jefferson,17318,8981,8337,3,82.3,1.4,0.1,7.9,0,25209,6.4
Iowa,Johnson,139436,69350,70086,5.2,81.1,5.4,0.2,6,0.1,31271,3.5
Iowa,Jones,20560,10674,9886,1.6,94.8,1.8,0.8,0.4,0,26937,5
Iowa,Keokuk,10291,5179,5112,1.4,97,0,0.3,0.2,0,23076,5.1
Iowa,Kossuth,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,28952,2.1
Iowa,Lee,35369,17767,17602,3.3,91,3,0,0.5,0,22746,8.7
Iowa,Linn,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,30829,4.8
Iowa,Louisa,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,26176,4.8
Iowa,Lucas,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,23512,5.8
Iowa,Lyon,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,26777,2.4
Iowa,Madison,15644,7796,7848,1.4,96.5,0.5,0,0.9,0,28922,5.7
Iowa,Mahaska,22396,11202,11194,1.9,94.4,1.3,0.1,1.1,0,25228,8
Iowa,Marion,33248,16527,16721,1.8,95.1,0.5,0.2,1,0,26280,4
Iowa,Marshall,40962,20730,20232,19.3,74.6,1.6,0.3,2.9,0,24648,6.3
Iowa,Mills,14862,7507,7355,2.7,94.9,0.7,0.4,0.1,0,28280,3.8
Iowa,Mitchell,10762,5339,5423,1.3,97.7,0.1,0,0.1,0,25706,3.2
Iowa,Monona,9088,4518,4570,1.6,95.5,0.5,1.3,0.1,0,24730,5.5
Iowa,Monroe,8002,4140,3862,0.9,94.6,0.1,0,0.6,0,25753,6.2
Iowa,Montgomery,10465,5035,5430,3.3,94.6,0,0.2,0,0,23445,9.6
Iowa,Muscatine,42913,21412,21501,16.9,78.9,1.5,0.2,1.2,0.1,25503,4.6
Iowa,O'Brien,14092,7048,7044,4.2,93.6,0.5,0.1,0.8,0,30600,2.8
Iowa,Osceola,6211,3118,3093,6.5,91.7,0.4,0.4,0.3,0,25306,3.3
Iowa,Page,15660,8072,7588,2.9,91.9,2.1,0.4,1.2,0,23617,5.1
Iowa,Palo Alto,9208,4618,4590,2,95.5,1.3,0.1,0.4,0,26154,2.9
Iowa,Plymouth,24853,12269,12584,3.7,94.1,0.5,0.1,0.3,0.3,27991,3.4
Iowa,Pocahontas,7127,3548,3579,3.3,94.4,1.2,0.1,0.1,0,26406,4.9
Iowa,Polk,452369,222477,229892,7.9,79.5,6.1,0.2,3.9,0.1,31291,5.8
Iowa,Pottawattamie,93213,45947,47266,7.1,89,1.3,0.3,0.6,0,27057,5
Iowa,Poweshiek,18705,8987,9718,2.9,92.5,1.1,0,2.1,0.1,26018,4.8
Iowa,Ringgold,5061,2474,2587,1.3,96.5,0.2,0.6,0.5,0,26557,4.8
Iowa,Sac,10101,4967,5134,2.6,95.8,0.6,0,0,0,26991,4
Iowa,Scott,169994,83437,86557,6.1,81.6,7.6,0.2,2.3,0,29391,5.4
Iowa,Shelby,11992,5886,6106,2.4,95.7,0.2,0.1,0.5,0,27695,2.9
Iowa,Sioux,34509,17404,17105,9.6,88.3,0.4,0.2,0.7,0,26029,1.8
Iowa,Story,93586,48551,45035,3.1,85.6,2.3,0.2,6.5,0,25589,5.5
Iowa,Tama,17479,8637,8842,8,83.2,0.5,6.5,0.3,0,26432,5.6
Iowa,Taylor,6213,3136,3077,7.5,91.1,0.2,0.1,0.6,0,23821,4.4
Iowa,Union,12575,6015,6560,2.5,95,1,0.4,0.3,0,24022,5.4
Iowa,Van Buren,7432,3799,3633,1.2,97.1,0.3,0.1,0.2,0,23268,6.6
Iowa,Wapello,35315,17413,17902,9.9,85.6,2,0.1,0.9,0,22716,8
Iowa,Warren,47542,23326,24216,2.3,95.1,0.5,0.2,0.4,0.1,30086,4.8
Iowa,Washington,22017,10847,11170,5.5,92,0.7,0,0.5,0.1,27228,4.2
Iowa,Wayne,6384,3092,3292,1,96.7,0.5,0.3,0.1,0,23009,4.3
Iowa,Webster,37295,19193,18102,4.2,88.9,4,0.3,1.1,0,23718,8.4
Iowa,Winnebago,10614,5222,5392,3.8,93.1,0.9,0.7,1.1,0,25021,6.2
Iowa,Winneshiek,20884,10386,10498,2.1,95.3,0.9,0.2,1.2,0,26211,3
Iowa,Woodbury,102530,50448,52082,15,75.9,2.8,1.6,2.6,0,23630,5.2
Iowa,Worth,7563,3728,3835,2.6,95.5,1,0,0.2,0,24734,4.7
Iowa,Wright,12936,6446,6490,10,88,0.4,0,0.5,0.1,26316,5.7
Kansas,Allen,13081,6441,6640,3.1,91.2,1.7,0.2,0.5,0.1,20671,7
Kansas,Anderson,7896,3921,3975,0.4,95,0.1,2.3,0,0,21226,5.9
Kansas,Atchison,16633,7977,8656,2.8,88.2,4.1,0.4,0.3,0.1,21677,7.3
Kansas,Barber,4770,2396,2374,3.4,93,0.3,0.3,0.5,0,28174,3.1
Kansas,Barton,27399,13307,14092,14,82.6,1.3,0.1,0.2,0,24338,6.8
Kansas,Bourbon,14812,7324,7488,2.3,91,3.5,0.8,0.9,0,20783,3.3
Kansas,Brown,9880,4808,5072,3.7,83.9,1.6,7.4,0.6,0.1,22600,4.5
Kansas,Butler,66092,33192,32900,4.4,90,2,0.8,0.9,0,27647,5.6
Kansas,Chase,2722,1348,1374,3.9,92.5,0.9,1.5,0,0,23459,2.9
Kansas,Chautauqua,3520,1804,1716,1.6,87.5,0.6,5.3,0,0,23584,5.1
Kansas,Cherokee,20952,10337,10615,2.2,88.8,0.5,3.5,0.4,0,19809,5.8
Kansas,Cheyenne,2682,1352,1330,6.5,90.9,0,0,1.2,0,26626,1.9
Kansas,Clark,2145,1055,1090,12.1,81.3,1,1.7,0.7,0.4,25106,1.4
Kansas,Clay,8421,4145,4276,2.5,94.8,0.6,0.2,0.5,0,26807,1.9
Kansas,Cloud,9339,4650,4689,3.3,93.6,0.4,0.2,0.8,0,22441,6.8
Kansas,Coffey,8458,4246,4212,2.4,94,0.8,1,0.6,0.1,29382,5.1
Kansas,Comanche,2010,1020,990,4.3,94.7,0,0,0.5,0,23661,5.4
Kansas,Cowley,36079,18184,17895,10,80.9,2.8,1.8,1.6,0,21950,7
Kansas,Crawford,39304,19733,19571,5,87.9,2.1,0.5,1.5,0,20346,5.6
Kansas,Decatur,2905,1455,1450,2.7,95.5,0.4,0.7,0,0,29891,3.8
Kansas,Dickinson,19516,9716,9800,4.4,91.7,0.5,1,0.3,0,24430,6.7
Kansas,Doniphan,7859,3992,3867,2.6,90.3,3.7,0.9,0.2,0,23471,5.8
Kansas,Douglas,114967,57490,57477,5.7,80.1,3.8,2.2,4.4,0,27611,6
Kansas,Edwards,2991,1528,1463,19.6,78,0.9,0,0.3,0,25584,2
Kansas,Elk,2683,1339,1344,3.8,91.5,0.8,1.7,0.4,0,21764,5.3
Kansas,Ellis,28993,14452,14541,5.5,90.5,1.1,0.2,1.3,0.2,26098,4.5
Kansas,Ellsworth,6410,3630,2780,5.8,86.8,3.8,0.3,0.3,0,24102,4.3
Kansas,Finney,37133,18884,18249,47.9,44.3,2.1,0.4,4,0,22145,4.6
Kansas,Ford,34714,17906,16808,52.8,41.8,2.3,0.4,1.3,0,20619,6.4
Kansas,Franklin,25753,12675,13078,3.9,91.2,1.2,0.4,0.2,0,24567,6.9
Kansas,Geary,36787,19166,17621,14.4,58.9,16.2,0.7,3.1,0.7,21450,9.2
Kansas,Gove,2735,1385,1350,2.1,95.1,1,0.1,0.5,0,25484,1.9
Kansas,Graham,2593,1258,1335,2.9,89.2,3.1,0.3,1.2,0,28233,2.4
Kansas,Grant,7816,3957,3859,45.8,53.1,0,0.4,0,0,25195,7.3
Kansas,Gray,6065,2985,3080,14.7,84.7,0,0,0.1,0,26131,2.9
Kansas,Greeley,1224,611,613,22.7,73.6,0.9,0.6,0.3,0,25994,2.1
Kansas,Greenwood,6393,3120,3273,3.8,92.5,0.2,0.3,0,0,23335,3.5
Kansas,Hamilton,2586,1342,1244,33.7,64.7,0,0.2,0,0,22250,2.3
Kansas,Harper,5861,2954,2907,6.4,90.5,0.1,1.4,0.1,0.1,24640,3.7
Kansas,Harvey,34835,17026,17809,11.3,83.7,1.6,0.4,0.7,0,24453,4.4
Kansas,Haskell,4130,2078,2052,28.5,68.9,0,1.3,0.9,0,24362,3.9
Kansas,Hodgeman,1939,972,967,7.3,89,0,0,2.4,0,31547,2.5
Kansas,Jackson,13400,6667,6733,4.3,84.7,0.7,5.7,0.5,0.1,25038,4.4
Kansas,Jefferson,18898,9610,9288,2.4,94.2,0.5,0.7,0,0,26227,6.9
Kansas,Jewell,3038,1516,1522,2.3,95.6,0.1,0.3,0.4,0,23002,2.5
Kansas,Johnson,566814,277330,289484,7.3,81,4.4,0.3,4.4,0,40331,4.5
Kansas,Kearny,3952,2125,1827,30,66.2,0.9,0.1,0.3,0,23884,1.8
Kansas,Kingman,7790,3926,3864,3,94.2,0.1,0.9,0,0,24998,5.7
Kansas,Kiowa,2536,1245,1291,5.7,90.5,0.7,0.4,0.7,0,24116,4
Kansas,Labette,21048,10378,10670,4.3,85.3,3.4,1,0.3,0,21006,5.3
Kansas,Lane,1674,817,857,6.1,92.4,0.4,0.3,0,0,31458,2.4
Kansas,Leavenworth,78227,41806,36421,6.6,79.3,8.3,0.6,1.6,0.1,27138,5.9
Kansas,Lincoln,3154,1566,1588,2.5,95.1,0.8,0.6,0.3,0,24953,6.5
Kansas,Linn,9528,4659,4869,2.2,94.4,0.7,1.2,0.3,0,26519,8.3
Kansas,Logan,2793,1406,1387,4.5,91.2,0,0.6,0.2,0,28974,3.9
Kansas,Lyon,33462,16262,17200,20.4,72.2,2.3,0.2,2,0,20943,7.2
Kansas,McPherson,29252,14511,14741,3.9,92.2,1,0.5,0.7,0,28396,3.1
Kansas,Marion,12290,6087,6203,2.9,93.6,0.8,0.5,0.2,0,23642,5
Kansas,Marshall,10005,4998,5007,2.3,95.3,0.3,0.2,0.3,0,26313,3
Kansas,Meade,4383,2258,2125,14.4,82.6,0.6,0.2,1,0,23446,2.8
Kansas,Miami,32688,16097,16591,2.9,93.1,1.3,0.5,0.4,0,29413,5.6
Kansas,Mitchell,6296,3208,3088,1.9,96.2,0.4,0.6,0.7,0,27555,2.6
Kansas,Montgomery,34184,16851,17333,6,80.4,5.1,2.7,0.9,0.2,20864,8.7
Kansas,Morris,5750,2855,2895,4.3,92.8,0.1,0.1,0.4,0,23928,3.2
Kansas,Morton,3106,1648,1458,20.5,74.2,0.9,0.5,0.2,0,22297,5.8
Kansas,Nemaha,10159,5107,5052,1.6,95.9,0.9,0.5,0.2,0,26041,1.7
Kansas,Neosho,16423,8055,8368,4.9,90.7,1,0.3,0.2,0.1,22354,4.7
Kansas,Ness,3077,1561,1516,9.2,89.2,0.5,0.1,0,0,29968,2.7
Kansas,Norton,5590,3182,2408,5,89.8,2.5,0.4,0.4,0.3,23702,1.7
Kansas,Osage,16080,8018,8062,2.6,94.3,0.1,0.9,0.2,0,24243,8.2
Kansas,Osborne,3782,1874,1908,1.6,96.2,0.4,0.3,1.1,0,27132,4
Kansas,Ottawa,6048,3134,2914,2.7,94.6,0.3,0.2,0,0,26260,5.3
Kansas,Pawnee,6911,3966,2945,7.6,84.9,4.8,0,0,0,24125,1.9
Kansas,Phillips,5501,2686,2815,2.7,94.7,0.4,0.2,0.2,0,25072,4.3
